,Input,Final_Output
818,"RochaCaldas, G.F.; Oliveira, A.R.D.S.; Araújo, A.V.; Lafayette, S.S.L.; Albuquerque, G.S.; Silva-Neto, J.D.C.; Costa-Silva, J.H.C.; Ferreira, F.; da Costa, J.G.M.; Wanderley, A.G. Gastroprotective mechanisms of the monoterpene 1, 8-cineole (eucalyptol). PLoS ONE2015, 10, e0134558.","{""author"": ""G.F. RochaCaldas; A.R.D.S. Oliveira; A.V. Ara\u00fajo; S.S.L. Lafayette; G.S. Albuquerque; J.D.C. Silva-Neto; J.H.C. Costa-Silva; F. Ferreira; J.G.M. da Costa; A.G. Wanderley"", ""journalName"": ""PLoS ONE"", ""year"": 2015}"
819,"Chrysargyris, A.; Mikallou, M.; Petropoulos, S.; Tzortzakis, N. Profiling of essential oils components and polyphenols for their antioxidant activity of medicinal and aromatic plants grown in different environmental conditions. Agronomy 2020, 10, 727","{""author"": ""A. Chrysargyris; M. Mikallou; S. Petropoulos; N. Tzortzakis"", ""journalName"": ""Agronomy"", ""year"": 2020}"
820,"Wojtunik-Kulesza, K.A.; Wi´sniewska, R. Interactions of Selected Monoterpenes with Iron and Copper Ions Based on Ferrozine and CUPRACMethods–the Preliminary Studies. Chem. Biodivers. 2022, 19, e202200461.","{""author"": ""K.A. Wojtunik-Kulesza; R. Wi\u00b4sniewska"", ""journalName"": ""Chem. Biodivers."", ""year"": 2022}"
821,"Meng, D.; Zhang, P.; Zhang, L.; Wang, H.; Ho, C.T.; Li, S.; Shahidi, F.; Zhao, H. Detection of cellular redox reactions and antioxidant activity assays. J. Funct. Foods 2017, 37, 467–479.","{""author"": ""D. Meng; P. Zhang; L. Zhang; H. Wang; C.T. Ho; S. Li; F. Shahidi; H. Zhao"", ""journalName"": ""J. Funct. Foods"", ""year"": 2017}"
822,"Aksoy, L.; Kolay, E.; A˘ gılönü, Y.; Aslan, Z.; Kargıo˘ glu, M. Free radical scavenging activity, total phenolic content, total antioxidant status, and total oxidant status of endemic Thermopsis turcica. Saudi J. Biol. Sci. 2013, 20, 235–239.","{""author"": ""L. Aksoy; E. Kolay; Y. A\u02d8 g\u0131l\u00f6n\u00fc; Z. Aslan; M. Karg\u0131o\u02d8 glu"", ""journalName"": ""Saudi J. Biol. Sci."", ""year"": 2013}"
823,"Wong,Q.Y.A.; Chew, F.T. Defining skin aging and its risk factors: A systematic review and meta-analysis. Sci. Rep. 2017, 11, 22075","{""author"": ""Q.Y.A. Wong; F.T. Chew"", ""journalName"": ""Sci. Rep."", ""year"": 2017}"
824,"Russell-Goldman, E.; Murphy, G.F. The pathobiology of skin aging: New insights into an old dilemma. Am. J. Pathol. 2020, 190, 1356–1369.","{""author"": ""E. Russell-Goldman; G.F. Murphy"", ""journalName"": ""Am. J. Pathol."", ""year"": 2020}"
825,"Thring, T.S.; Hili, P.; Naughton, D.P. Anti-collagenase, anti-elastase and anti-oxidant activities of extracts from 21 plants. BMC Complement Altern. Med. 2009, 9, 27.","{""author"": ""T.S. Thring; P. Hili; D.P. Naughton"", ""journalName"": ""BMC Complement Altern. Med."", ""year"": 2009}"
826,"Fattahi, T.; Salman, S. Hyaluronic Acid Dermal Fillers. Neurotoxins Fill. Facial Esthet. Surg. 2019, 63–69.","{""author"": ""T. Fattahi; S. Salman"", ""journalName"": ""Neurotoxins Fill. Facial Esthet. Surg."", ""year"": 2019}"
827,"Shin, S.; Cho, S.H.; Park, D.; Jung, E. Anti-skin aging properties of protocatechuic acid in vitro and in vivo. J. Cosmet. Dermatol. 2020, 19, 977–984.","{""author"": ""S. Shin; S.H. Cho; D. Park; E. Jung"", ""journalName"": ""J. Cosmet. Dermatol."", ""year"": 2020}"
828,"Chaiyana, W.; Anuchapreeda, S.; Punyoyai, C.; Neimkhum, W.; Lee, K.H.; Lin, W.C.; Lue, S.C.; Viernstein, H.; Mueller, M. Ocimum sanctum Linn. as a natural source of skin anti-ageing compounds. Ind. Crops Prod. 2019, 127, 217–224.","{""author"": ""W. Chaiyana; S. Anuchapreeda; C. Punyoyai; W. Neimkhum; K.H. Lee; W.C. Lin; S.C. Lue; H. Viernstein; M. Mueller"", ""journalName"": ""Ind. Crops Prod."", ""year"": 2019}"
829,"Brem,B.; Seger, C.; Pacher, T.; Hartl, M.; Hadacek, F.; Hofer, O.; Vajrodaya, S.; Greger, H. Antioxidant dehydrotocopherols as a newchemical character of Stemona species. Phytochemistry 2004, 65, 2719–2729.","{""author"": ""B. Brem; C. Seger; T. Pacher; M. Hartl; F. Hadacek; O. Hofer; S. Vajrodaya; H. Greger"", ""journalName"": ""Phytochemistry"", ""year"": 2004}"
830,"Oyai, C.; Somwongin, S.; Leelapornpisid, P.; Ingkaninan, K.; Waranuch, N.; Srivilai, J.; Thitipramote, N.; Wisuitiprot, W.; Schuster, R. Inhibition of 5α-reductase, IL-6 secretion, and oxidation process of Equisetum debile Roxb. ex vaucher extract as functional food and nutraceuticals ingredients. Nutrients 2017, 9, 1105.","{""author"": ""C. Oyai; S. Somwongin; P. Leelapornpisid; K. Ingkaninan; N. Waranuch; J. Srivilai; N. Thitipramote; W. Wisuitiprot; R. Schuster"", ""journalName"": ""Nutrients"", ""year"": 2017}"
831,"Tachakittirungrod, S.; Okonogi, S.; Chowwanapoonpohn, S. Study on antioxidant activity of certain plants in Thailand: Mecha nism of antioxidant action of guava leaf extract. Food Chem. 2007, 103, 381–388","{""author"": ""S. Tachakittirungrod; S. Okonogi; S. Chowwanapoonpohn"", ""journalName"": ""Food Chem."", ""year"": 2007}"
832,"Saeio, K.; Chaiyana, W.; Okonogi, S. Antityrosinase and antioxidant activities of essential oils of edible Thai plants. Drug Discov. Ther. 2011, 5, 144–149.","{""author"": ""K. Saeio; W. Chaiyana; S. Okonogi"", ""journalName"": ""Drug Discov. Ther."", ""year"": 2011}"
833,"Laothaweerungsawat, N.; Sirithunyalug, J.; Chaiyana, W. Chemical compositions and anti-skin-ageing activities of Origanum vulgare L. essential oil from tropical and mediterranean region. Molecules 2020, 25, 1101.","{""author"": ""N. Laothaweerungsawat; J. Sirithunyalug; W. Chaiyana"", ""journalName"": ""Molecules"", ""year"": 2020}"
834,"Nema, N.K.; Maity, N.; Sarkar, B.; Mukherjee, P.K. Cucumis sativus fruit-potential antioxidant, anti-hyaluronidase, and anti elastase agent. Arch. Dermatol. Res. 2011, 303, 247–252","{""author"": ""N.K. Nema; N. Maity; B. Sarkar; P.K. Mukherjee"", ""journalName"": ""Arch. Dermatol. Res."", ""year"": 2011}"
835,"Luepke, N.P.; Kemper, F.H. The HET-CAM test: An alternative to the Draize eye test. Food Chem. Toxicol. 1986, 24, 495–496","{""author"": ""N.P. Luepke; F.H. Kemper"", ""journalName"": ""Food Chem. Toxicol."", ""year"": 1986}"
836,"Steiling, W.; Bracher, M.; Courtellemont, P.; De Silva, O. The HET–CAM, a useful in vitro assay for assessing the eye irritation properties of cosmetic formulations and ingredients. Toxicol. In Vitro 1999, 13, 375–384.","{""author"": ""W. Steiling; M. Bracher; P. Courtellemont; O. De Silva"", ""journalName"": ""Toxicol. In Vitro"", ""year"": 1999}"
837,"Khantzian, E.J. Commentary: It Is Not About Supply, It Is About Demand: Why the Self-Medication Hypotheses Is Still So Important. Am. J. Addict. 2021, 30, 301–304","{""author"": ""E.J. Khantzian"", ""journalName"": ""Am. J. Addict."", ""year"": 2021}"
838,"Bennadi, D. Self-Medication: A Current Challenge. J. Basic Clin. Pharm. 2013, 5, 19–23.","{""author"": ""D. Bennadi"", ""journalName"": ""J. Basic Clin. Pharm."", ""year"": 2013}"
839,"Khalil Zadeh, N.; Robertson, K.; Green, J.A. ‘At-Risk’ Individuals’ Responses to Direct to Consumer Advertising of Prescription Drugs: A Nationally Representative Cross-Sectional Study. BMJ Open 2017, 7.","{""author"": ""N. Khalil Zadeh; K. Robertson; J.A. Green"", ""journalName"": ""BMJ Open"", ""year"": 2017}"
840,"Ball, J.G.; Manika, D.; Stout, P. Causes and Consequences of Trust in Direct-to-Consumer Prescription Drug Advertising. Int. J. Advert. 2016, 35, 216–247.","{""author"": ""J.G. Ball; D. Manika; P. Stout"", ""journalName"": ""Int. J. Advert."", ""year"": 2016}"
841,"Sullivan, H.W.; Aikin, K.J.; Berktold, J.; Stein, K.L.; Hoverman, V.J. Direct-to-Consumer Prescription Drug Advertising and Patient-Provider Interactions. J. Am. Board Fam. Med. 2020, 33, 279–283.","{""author"": ""H.W. Sullivan; K.J. Aikin; J. Berktold; K.L. Stein; V.J. Hoverman"", ""journalName"": ""J. Am. Board Fam. Med."", ""year"": 2020}"
842,"Marathe, P.A.; Kamat, S.K.; Tripathi, R.K.; Raut, S.B.; Khatri, N.P. Over-the-Counter Medicines: Global Perspective and Indian Scenario. J. Postgrad. Med. 2020, 66, 28.","{""author"": ""P.A. Marathe; S.K. Kamat; R.K. Tripathi; S.B. Raut; N.P. Khatri"", ""journalName"": ""J. Postgrad. Med."", ""year"": 2020}"
843,"Rashrash, M.; Schommer, J.C.; Brown, L.M. Prevalence and Predictors of Herbal Medicine Use Among Adults in the United States. J. Patient Exp. 2017, 4, 108–113.","{""author"": ""M. Rashrash; J.C. Schommer; L.M. Brown"", ""journalName"": ""J. Patient Exp."", ""year"": 2017}"
844,"McCabe, S.E.; West, B.T.; Teter, C.J.; Boyd, C.J. Trends in Medical Use, Diversion, and Nonmedical Use of Prescription Medications among College Students from 2003 to 2013: Connecting the Dots. Addict. Behav. 2014, 39, 1176–1182.","{""author"": ""S.E. McCabe; B.T. West; C.J. Teter; C.J. Boyd"", ""journalName"": ""Addict. Behav."", ""year"": 2014}"
845,"Onchonga, D.; Omwoyo, J.; Nyamamba, D. Assessing the Prevalence of Self-Medication among Healthcare Workers before and during the 2019 SARS-CoV-2 (COVID-19) Pandemic in Kenya. Saudi Pharm. J. 2020, 28, 1149–1154.","{""author"": ""D. Onchonga; J. Omwoyo; D. Nyamamba"", ""journalName"": ""Saudi Pharm. J."", ""year"": 2020}"
846,"Jerez-Roig, J.; Medeiros, L.F.B.; Silva, V.A.B.; Bezerra, C.L.P.A.M.; Cavalcante, L.A.R.; Piuvezam, G.; Souza, D.L.B. Prevalence of Self-Medication and Associated Factors in an Elderly Population: A Systematic Review. Drugs Aging 2014, 31, 883–896.","{""author"": ""J. Jerez-Roig; L.F.B. Medeiros; V.A.B. Silva; C.L.P.A.M. Bezerra; L.A.R. Cavalcante; G. Piuvezam; D.L.B. Souza"", ""journalName"": ""Drugs Aging"", ""year"": 2014}"
847,"Alshogran, O.Y.; Alzoubi, K.H.; Khabour, O.F.; Farah, S. Patterns of Self-Medication among Medical and Nonmedical University Students in Jordan. Risk Manag. Healthc. Policy 2018, 11, 169–176","{""author"": ""O.Y. Alshogran; K.H. Alzoubi; O.F. Khabour; S. Farah"", ""journalName"": ""Risk Manag. Healthc. Policy"", ""year"": 2018}"
848,"Karimy, M.; Rezaee-Momtaz, M.; Tavousi, M.; Montazeri, A.; Araban, M. Risk Factors Associated with Self-Medication among WomeninIran. BMC Public Health 2019, 19, 1033.","{""author"": ""M. Karimy; M. Rezaee-Momtaz; M. Tavousi; A. Montazeri; M. Araban"", ""journalName"": ""BMC Public Health"", ""year"": 2019}"
849,"Zeb, S.; Mushtaq, M.; Ahmad, M.; Saleem, W.; Rabaan, A.A.; Naqvi, B.S.Z.; Garout, M.; Aljeldah, M.; Al Shammari, B.R.; Al Faraj, N.J.; et al. Self-Medication as an Important Risk Factor for Antibiotic Resistance: A Multi-Institutional Survey among Students. Antibiotics 2022, 11, 842.","{""author"": ""S. Zeb; M. Mushtaq; M. Ahmad; W. Saleem; A.A. Rabaan; B.S.Z. Naqvi; M. Garout; M. Aljeldah; B.R. Al Shammari; N.J. Al Faraj"", ""journalName"": ""Antibiotics"", ""year"": 2022}"
850,"Hughes, G.F.; McElnay, J.C.; Hughes, C.M.; McKenna, P. Abuse/Misuse of Non-Prescription Drugs. Pharm. World Sci. 1999, 21, 251–255.","{""author"": ""G.F. Hughes; J.C. McElnay; C.M. Hughes; P. McKenna"", ""journalName"": ""Pharm. World Sci."", ""year"": 1999}"
851,"Ruiz, M. Risks of Self-Medication Practices. Curr. Drug Saf. 2010, 5, 315–323.","{""author"": ""M. Ruiz"", ""journalName"": ""Curr. Drug Saf."", ""year"": 2010}"
852,"Sihvo, S.; Klaukka, T.; Martikainen, J.; Hemminki, E. Frequency of Daily Over-the-Counter Drug Use and Potential Clinically Significant over-the-Counter-Prescription Drug Interactions in the Finnish Adult Population. Eur. J. Clin. Pharmacol. 2000, 56, 495–499.","{""author"": ""S. Sihvo; T. Klaukka; J. Martikainen; E. Hemminki"", ""journalName"": ""Eur. J. Clin. Pharmacol."", ""year"": 2000}"
853,"Qato, D.M.; Wilder, J.; Schumm, L.P.; Gillet, V.; Alexander, G.C. Changes in Prescription and Over-the-Counter Medication and Dietary Supplement Use among Older Adults in the United States, 2005 vs. 2011. JAMA Intern. Med. 2016, 176, 473–482","{""author"": ""D.M. Qato; J. Wilder; L.P. Schumm; V. Gillet; G.C. Alexander"", ""journalName"": ""JAMA Intern. Med."", ""year"": 2016}"
854,"Marwa, K.J.; Njalika, A.; Ruganuza, D.; Katabalo, D.; Kamugisha, E. Self-Medication among Pregnant Women Attending Antenatal Clinic at Makongoro Health Centre in Mwanza, Tanzania: A Challenge to Health Systems. BMC Pregnancy Childbirth 2018, 18, 16.","{""author"": ""K.J. Marwa; A. Njalika; D. Ruganuza; D. Katabalo; E. Kamugisha"", ""journalName"": ""BMC Pregnancy Childbirth"", ""year"": 2018}"
855,"Bradley, C.P.; Bond, C. Increasing the Number of Drugs Available over the Counter: Arguments for and Against. Br. J. Gen. Pract. 1995, 45, 553–556.","{""author"": ""C.P. Bradley; C. Bond"", ""journalName"": ""Br. J. Gen. Pract."", ""year"": 1995}"
856,"Gualano, M.R.; Bert, F.; Passi, S.; Stillo, M.; Galis, V.; Manzoli, L.; Siliquini, R. Use of Self-Medication among Adolescents: A Systematic Review and Meta-Analysis. Eur. J. Public Health 2015, 25, 444–450.","{""author"": ""M.R. Gualano; F. Bert; S. Passi; M. Stillo; V. Galis; L. Manzoli; R. Siliquini"", ""journalName"": ""Eur. J. Public Health"", ""year"": 2015}"
857,"Nepal, G.; Bhatta, S. Self-Medication with Antibiotics in WHO Southeast Asian Region: A Systematic Review. Cureus 2018, 10, e2428.","{""author"": ""G. Nepal; S. Bhatta"", ""journalName"": ""Cureus"", ""year"": 2018}"
858,"Alhomoud, F.; Aljamea, Z.; Almahasnah, R.; Alkhalifah, K.; Basalelah, L.; Alhomoud, F.K. Self-Medication and Self-Prescription with Antibiotics in the Middle East—Do They Really Happen? A Systematic Review of the Prevalence, Possible Reasons, and Outcomes. Int. J. Infect. Dis. 2017, 57, 3–12.","{""author"": ""F. Alhomoud; Z. Aljamea; R. Almahasnah; K. Alkhalifah; L. Basalelah; F.K. Alhomoud"", ""journalName"": ""Int. J. Infect. Dis."", ""year"": 2017}"
859,"Khalifeh, M.M.; Moore, N.D.; Salameh, P.R. Self-Medication Misuse in the Middle East: A Systematic Literature Review. Pharmacol. Res. Perspect. 2017, 5, e00323.","{""author"": ""M.M. Khalifeh; N.D. Moore; P.R. Salameh"", ""journalName"": ""Pharmacol. Res. Perspect."", ""year"": 2017}"
860,"Davies, A.; Green, M.A.; Singleton, A.D. Using Machine Learning to Investigate Self-Medication Purchasing in England via High Street Retailer Loyalty Card Data. PLoS ONE 2018, 13, e0207523.","{""author"": ""A. Davies; M.A. Green; A.D. Singleton"", ""journalName"": ""PLoS ONE"", ""year"": 2018}"
861,"Rahmawati, R.; Bajorek, B.V. Self-Medication among People Living with Hypertension: A Review. Fam. Pract. 2017, 34, 147–153","{""author"": ""R. Rahmawati; B.V. Bajorek"", ""journalName"": ""Fam. Pract."", ""year"": 2017}"
862,"Italia, S.; Brand, H.; Heinrich, J.; Berdel, D.; von Berg, A.; Wolfenstetter, S.B. Utilization of Self-Medication and Prescription Drugs among 15-Year-Old Children from the German GINIplus Birth Cohort. Pharmacoepidemiol. Drug Saf. 2015, 24, 1133–1143","{""author"": ""S. Italia; H. Brand; J. Heinrich; D. Berdel; A. von Berg; S.B. Wolfenstetter"", ""journalName"": ""Pharmacoepidemiol. Drug Saf."", ""year"": 2015}"
863,"Grigoryan, L.; Haaijer-Ruskamp, F.M.; Burgerhof, J.G.M.; Mechtler, R.; Deschepper, R.; Tambic-Andrasevic, A.; Andrajati, R.; Monnet, D.L.; Cunney, R.; Di Matteo, A.; et al. Self-Medication with Antimicrobial Drugs in Europe. Emerg. Infect. Dis. 2006, 12, 452.","{""author"": ""L. Grigoryan; F.M. Haaijer-Ruskamp; J.G.M. Burgerhof; R. Mechtler; R. Deschepper; A. Tambic-Andrasevic; R. Andrajati; D.L. Monnet; R. Cunney; A. Di Matteo"", ""journalName"": ""Emerg. Infect. Dis."", ""year"": 2006}"
864,"Zarb, P.; Goossens, H. European Surveillance of Antimicrobial Consumption (ESAC): Value of a Point-Prevalence Survey of Antimicrobial Use across Europe. Drugs 2011, 71, 745–755.","{""author"": ""P. Zarb; H. Goossens"", ""journalName"": ""Drugs"", ""year"": 2011}"
865,"Grigoryan, L.; Monnet, D.; Haaijer-Ruskamp, F.; Bonten, M.; Lundborg, S.; Verheij, T. Self-Medication with Antibiotics in Europe: ACasefor Action. Curr. Drug Saf. 2010, 5, 329–332","{""author"": ""L. Grigoryan; D. Monnet; F. Haaijer-Ruskamp; M. Bonten; S. Lundborg; T. Verheij"", ""journalName"": ""Curr. Drug Saf."", ""year"": 2010}"
866,"Combest, W.; Newton, M.; Combest, A.; Kosier, J.H. Effects of Herbal Supplements on the Kidney. Urol. Nurs. Off. J. Am. Urol. Assoc. Allied 2005, 25, 381–386.","{""author"": ""W. Combest; M. Newton; A. Combest; J.H. Kosier"", ""journalName"": ""Urol. Nurs."", ""year"": 2005}"
867,"Ylinen, S.; Hämeen-Anttila, K.; Sepponen, K.; Lindblad, A.K.; Ahonen, R. The Use of Prescription Medicines and Self-Medication among Children-a Population-Based Study in Finlandy. Pharmacoepidemiol. Drug Saf. 2010, 19, 1000–1008.","{""author"": ""S. Ylinen; K. H\u00e4meen-Anttila; K. Sepponen; A.K. Lindblad; R. Ahonen"", ""journalName"": ""Pharmacoepidemiol. Drug Saf."", ""year"": 2010}"
868,"Hämeen-Anttila, K.; Lindell-Osuagwu, L.; Sepponen, K.; Vainio, K.; Halonen, P.; Ahonen, R. Factors Associated with Medicine Use among Children Aged under 12 Years—A Population Survey in Finland. Pharmacoepidemiol. Drug Saf. 2010, 19, 400–407.","{""author"": ""K. H\u00e4meen-Anttila; L. Lindell-Osuagwu; K. Sepponen; K. Vainio; P. Halonen; R. Ahonen"", ""journalName"": ""Pharmacoepidemiol. Drug Saf."", ""year"": 2010}"
869,"Brata, C.; Fisher, C.; Marjadi, B.; Schneider, C.R.; Clifford, R.M. Factors Influencing the Current Practice of Self-Medication Consultations in Eastern Indonesian Community Pharmacies: A Qualitative Study. BMC Health Serv. Res. 2016, 16, 179.","{""author"": ""C. Brata; C. Fisher; B. Marjadi; C.R. Schneider; R.M. Clifford"", ""journalName"": ""BMC Health Serv. Res."", ""year"": 2016}"
870,"Al-Ghamdi, S.; Alfauri, T.M.; Alharbi, M.A.; Alsaihati, M.M.; Alshaykh, M.M.; Alharbi, A.A.; Aljaizani, N.S.; Allehiby, I.A.; Alzahrani, M.A.; Alharbi, A.S. Current Self-Medication Practices in the Kingdom of Saudi Arabia: An Observational Study. Pan Afr. Med. J. 2020, 37, 51.","{""author"": ""S. Al-Ghamdi; T.M. Alfauri; M.A. Alharbi; M.M. Alsaihati; M.M. Alshaykh; A.A. Alharbi; N.S. Aljaizani; I.A. Allehiby; M.A. Alzahrani; A.S. Alharbi"", ""journalName"": ""Pan Afr. Med. J."", ""year"": 2020}"
871,"Alkhamaiseh, S.I.; Aljofan, M. Prevalence of Use and Reported Side Effects of Herbal Medicine among Adults in Saudi Arabia. Complement. Ther. Med. 2020, 48, 102255.","{""author"": ""S.I. Alkhamaiseh; M. Aljofan"", ""journalName"": ""Complement. Ther. Med."", ""year"": 2020}"
872,"Galato, D.; Galafassi, L.D.M.; Alano, G.M.; Trauthman, S.C. Responsible Self-Medication: Review of the Process of Pharmaceutical Attendance. Braz. J. Pharm. Sci. 2009, 45, 625–633.","{""author"": ""D. Galato; L.D.M. Galafassi; G.M. Alano; S.C. Trauthman"", ""journalName"": ""Braz. J. Pharm. Sci."", ""year"": 2009}"
873,"Alrasheedy, A.A.; Alsalloum, M.A.; Almuqbil, F.A.; Almuzaini, M.A.; Aba Alkhayl, B.S.; Albishri, A.S.; Alharbi, F.F.; Alharbi, S.R.; Alodhayb, A.K.; Alfadl, A.A.; et al. The Impact of Law Enforcement on Dispensing Antibiotics without Prescription: A Multi-Methods Study from Saudi Arabia. Expert Rev. Anti-Infect. Ther. 2019, 18, 87–97.","{""author"": ""A.A. Alrasheedy; M.A. Alsalloum; F.A. Almuqbil; M.A. Almuzaini; B.S. Aba Alkhayl; A.S. Albishri; F.F. Alharbi; S.R. Alharbi; A.K. Alodhayb; A.A. Alfadl"", ""journalName"": ""Expert Rev. Anti-Infect. Ther."", ""year"": 2019}"
874,"Al-Mohamadi, A.; Badr, A.; Bin Mahfouz, L.; Samargandi, D.; Al Ahdal, A. Dispensing Medications without Prescription at Saudi Community Pharmacy: Extent and Perception. Saudi Pharm. J. 2013, 21, 13–18.","{""author"": ""A. Al-Mohamadi; A. Badr; L. Bin Mahfouz; D. Samargandi; A. Al Ahdal"", ""journalName"": ""Saudi Pharm. J."", ""year"": 2013}"
875,"Al-Jedai, A.; Qaisi, S.; Al-Meman, A. Pharmacy Practice and the Health Care System in Saudi Arabia. Can. J. Hosp. Pharm. 2016, 69, 231.","{""author"": ""A. Al-Jedai; S. Qaisi; A. Al-Meman"", ""journalName"": ""Can. J. Hosp. Pharm."", ""year"": 2016}"
